Date/Time,Media Description,Media Link
"You uploaded a feed photo on January 27, 2023 at 6:17 PM (GMT)","Hello, Connections!!

Today I have solved Play with 0's and 2's problem using #python
#Day12 of #30daysofcode


#community #coding #programming Everyday Coders #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #connections ",https://media.licdn.com/dms/image/v2/C4D22AQHvDYIwnwXAlQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674843430810?e=2147483647&v=beta&t=3TVxoiUC2p243fS4yG6zyg5lEBkvj2xQo8AlrhYBIto
"You uploaded a feed photo on January 26, 2023 at 6:05 PM (GMT)","Hello,connections

Today I have solved Unlucky Seven problem using?#python

#Day11?of?#30daysofcode
#community?#coding?#programming?Everyday Coders?#connections?#competitiveprogramming?#codingchallenge?#dsa?#bubbleupcommunity",https://media.licdn.com/dms/image/v2/C4D22AQEraoyxTzhlqg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674756320567?e=2147483647&v=beta&t=NRnCbJgUfUAJw-uyDoNrNFHNqrO_KZp2GDFwXlxwRHU
"You uploaded a feed photo on January 25, 2023 at 6:38 PM (GMT)","Hello Connections!!

Today I have solved Day - Bacterias problem using #python
#Day10 of #30daysofcode
#community #coding #programming Everyday Coders #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity",https://media.licdn.com/dms/image/v2/C4D22AQEmDzJc9Lq4XQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674671887988?e=2147483647&v=beta&t=XTbNsB7cmGMDMMD-L158cgLadY3jMPtxe-poYS7mnyY
"You uploaded a feed photo on January 24, 2023 at 3:20 PM (GMT)","Hello Connections!!

Today I have solved Bob and Hammer problem using #python
#Day9 of #30daysofcode Everyday Coders
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #codedu #connections ",https://media.licdn.com/dms/image/v2/C4D22AQFFOBj5IYVeGQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674573637623?e=2147483647&v=beta&t=eahpbxASPEaLipGmYQoNwD85C6-vWLZunepfli5HchA
"You uploaded a feed document on January 23, 2023 at 1:57 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/C4D1FAQFvwKBmRErV4A/feedshare-document-url-metadata-scrapper-pdf/feedshare-document-url-metadata-scrapper-pdf/0/1674482223177?e=2147483647&v=beta&t=t_IzaV7AYIzP9Dr0Z5IAQYbd6fJFQb0yHYEsJPxrBBE
"You uploaded a feed photo on January 23, 2023 at 1:01 PM (GMT)","Hello, Connections 

Today I have solved?Contiguous Substring problem using #python
solution was easy ?
#Day8 of #30daysofcode
#community #coding #programming Everyday Coders #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #connections ",https://media.licdn.com/dms/image/v2/C4D22AQFaaEQzk7gFFw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674478891537?e=2147483647&v=beta&t=8RcQh16lr0cthuMr1QhRht2PIB5hn_Vp778cYKsGqmg
"You uploaded a feed photo on January 22, 2023 at 6:19 PM (GMT)","Hello Connections!!

Today I have solved Matching String probloem using #python 
#Day7 of #30daysofcode Everyday Coders
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #codedu #connections ",https://media.licdn.com/dms/image/v2/C4D22AQE1CDTltqUfnw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674411589720?e=2147483647&v=beta&t=-iADnA0ktMey_YeytvP58wEtZMQN3L9FhBVo9cDEW54
"You uploaded a feed photo on January 21, 2023 at 12:24 PM (GMT)","Hello, Connections!!

Today I have solved Abhas and Numbers problems using #python
#Day6 of #30daysofcode Everyday Coders

#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #codedu",https://media.licdn.com/dms/image/v2/C4D22AQHQlK3nA1LvkA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674303899787?e=2147483647&v=beta&t=3aMuO7v3aErGdUJauHiw68HJbpernTcuWCMK8btAvkU
"You uploaded a feed photo on January 20, 2023 at 2:03 PM (GMT)","Hello, Connections!!!

Today I have solved Emily and Triplets problem using #python 
#Day5 of #30daysofcode Everyday Coders
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #codedu #connections ",https://media.licdn.com/dms/image/v2/C4D22AQGBbXd7uIGX-A/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674223419180?e=2147483647&v=beta&t=xCHWjMFdkgjV1LYPDCqZBhhOAgUryp9pxoaKPn33Gpo
"You uploaded a feed photo on January 19, 2023 at 1:13 PM (GMT)","Hello, Connections!!

Today I have solved Day - Even Numbers - 2 problem using #python
#Day4 of #30daysofcode Everyday Coders #connections #connections 
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity",https://media.licdn.com/dms/image/v2/C4D22AQFrjmgz4zcNAQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674133985034?e=2147483647&v=beta&t=yvytrYdKpV1yylH4uKsaMIjPnqnETRpjF2duu0bEmVI
"You uploaded a feed photo on January 18, 2023 at 12:56 PM (GMT)","Hello Connections!!

Today I have solved Edward and Maths Competition problem using #python #connections 
#Day3 of #30daysofcode Everyday Coders
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity",https://media.licdn.com/dms/image/v2/C4D22AQH3tXGPt2yOAg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1674046571286?e=2147483647&v=beta&t=JWpwupV2oXZhuDt9H1Tn2A6HY5g7IvdXqBAmCoAkMPI
"You uploaded a feed photo on January 17, 2023 at 1:23 PM (GMT)","Hello connections!!

Today I have solved the Friends Or Not problem using #python

#Day2 of #30daysofcode Everyday Coders #connections 
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity",https://media.licdn.com/dms/image/v2/C4D22AQF_Nkrq3Afp4Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673961797215?e=2147483647&v=beta&t=uRIdmqzFQQobfdVZdYZlR2G-lbQdOVYFq16liKXvHmY
"You uploaded a feed photo on January 16, 2023 at 2:40 PM (GMT)","Hello, Connections.

Today I have solved Mall and Coupons Question in #Python

#Day1 of #30daysofcode Everyday Coders
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity #pyhton #connections ",https://media.licdn.com/dms/image/v2/C4D22AQHX3PX_HUAFAw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673880022507?e=2147483647&v=beta&t=wJ4ND7k3DcvYUMBQRU6yYydPw73E_OjO2DhR2KMMErw
"You uploaded a feed photo on January 6, 2023 at 6:10 PM (GMT)","Hello!! connections,

Today I have completed the Promptbase challenge by NxtWave

The main objective of the challenge is to get a detailed overview of prompts, prompt engineering, and upload the 5 best pictures of the generated pictures with their prompt and seed values

The main things I have learned during the challenge are...
->What AI art and stable diffusion are...
->I have studied and experimented with various AI art models such as :
    Dreamstudio
    DALL.E 2
    Google collaboratory workspace
    Midjourney

->During this process, I have got to know how to input prompts for different AI models and different ways to study an AI model

The thing is none of these pictures exists in the real world, and the places, persons and objects generated by the model are completely generated by the AI model itself!!!

I would like to Thank Rahul Attuluri sir and #nxtwaveteam for including this amazing AI Art in the #flyhighchallenge phase 2

.
.
.
#ai #art #google #like #connections #nxtwave #rahulattuluri #flyhighchallenge #challenges #pythonprogramming #machinelearning #artificialintelligence #aimodels #diffusion ",
"You uploaded a feed photo on January 6, 2023 at 6:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGsgHzCS6uLVQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673028652102?e=2147483647&v=beta&t=Ao3E7S9UVL2rFYe6nFJuYz3lAC5FmlN3nKzuKAiQBfw
"You uploaded a feed photo on January 6, 2023 at 6:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGittsNTuRuVw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673028652074?e=2147483647&v=beta&t=sMccttZiUbbs1lIjY5md-GkdZLIni1MpnjtOkR-vxSw
"You uploaded a feed photo on January 6, 2023 at 6:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQHiGcq2-9ymGw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673028652101?e=2147483647&v=beta&t=LHap9EZmuWv-SAnF8DzS5gYhYruOIJfDKc1-XD23ZKo
"You uploaded a feed photo on January 6, 2023 at 6:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGziriNGTA5JA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673028652084?e=2147483647&v=beta&t=PrVyYrl79vkPX_Hn3eAjI9yjZOpmY6f2BWWmk63BOWk
"You uploaded a feed photo on January 6, 2023 at 6:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQHXpn0v3tBHKQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1673028652050?e=2147483647&v=beta&t=1nQxLl0NUKYV29fWZDAKvzzPx1UG_mXIGGuFUpZNwxw
"You uploaded a feed photo on December 30, 2022 at 5:22 PM (GMT)","Hello, connections..!?

After a long time, I'm happy to be back with my 2022 progress
I've taken courses in NxtWave around March/April 2022. Since then I've been much more productive in my time. I myself can't believe that I have solved around ""600 CODING QUESTIONS"" in just 8 MONTHS!!!!
and I've almost spent more than 19860 MINUTES ?  learning new technologies and I've been actively learning for 185 days!!!

This year I have participated/completed/participating in:
->Independence Day Mega Challenge
->Fly High Challenge phase 1
->Fly High Challenge phase 2
->GSoC(Google Summer of code) Preparation series
->Ai Art project sessions
->Build Your own static website(49+hrs) modules
->Buld your own responsive website(50+hrs) modules
->Programming foundations in python(72+hrs) modules
->Build your own Dynamic website(91+hrs) modules

In this one year, I have gained basic knowledge on Open source projects, Command line, Generative AI, AI art, and many other basics of 4.0 technologies.

I would like to Thank NxtWave Rahul Attuluri sir and #nxtwaveteam for keeping the sessions more interactive and enthusiastic.


.
.
.
#coding #connections #learning #like #nxtwave #rahulattulurisir #consistency #2022year #report #fridays #submissions #record #mcqs #nxtwaveteam #progress #flyhighchallenge #programming #python #ai #google #projects #opensource #aiart #art  ",
"You uploaded a feed photo on December 30, 2022 at 5:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGfFz4ElkvhjQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1672420920637?e=2147483647&v=beta&t=fnKLF-v0gqR04kgMxXvIcbvza1WIydOKIFTl5IYeslY
"You uploaded a feed photo on December 30, 2022 at 5:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGPJ-qwHp1OcQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1672420921347?e=2147483647&v=beta&t=HzIc5kb_o-QFeR5specM7xUaPaZWiDCOfKKIDx58f8A
"You uploaded a feed photo on December 30, 2022 at 5:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQFLYjTXONu-Dg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1672420920605?e=2147483647&v=beta&t=rocCBcrmiVXgtK0m5GJUJBy9EmIeTkJV2tl1j6nrKkQ
"You uploaded a photo on November 16, 2022 at 7:28 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D2DAQHzrCfyw399ZA/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1668626920685?e=2147483647&v=beta&t=2r6IvSI-JFh9FS6ZZzu4ek2EeN_7cIUo8nREObG31c4
"You uploaded a feed photo on November 14, 2022 at 9:37 PM (GMT)","Hello, connections!?

I'm happy? to share that I have completed #flyhighchallenge phase 1 and  Entered #flyhighchallenge phase 2 successfully.
This is also an 8-week challenge for my consistency in which I have to reach the target set for a minimum of 5 weeks and have to attend a minimum of 3 Academy exclusive podcasts/master classes out of 4 and have to complete 2 mini projects out of 3.

This time it looks like a big challenge for me to manage my Endterm Exams and this challenge. But I will try my level best to reach the final phase of this challenge.

At last, I would like to thank? NxtWave, Rahul Attuluri sir, and Sashank Gujjula sir for designing such a wonderful Course and challenge.
.
.
.
.
.
.
#pyhton #nodejs #reactjs #dynamicwebsite #html5 #bootstrapgridsystem #bootstrap4 #CSS #oopsconcepts #projects #podcasts #masterclass #challenge #share #exams #connections #like #share #follow #flyhighchallenge #nxtwave #ccbpacademy #ccbpian #consistency #html 
",https://media.licdn.com/dms/image/v2/C4D22AQFz4XSYgriASA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1668461864129?e=2147483647&v=beta&t=jW-4a36DcUoc4yBhcfTOC7Qgl-VUmpdsMixp25P1vLc
"You uploaded a profile photo on October 31, 2022 at 11:00 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D03AQEvHEKVMxGeKQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1667214051849?e=2147483647&v=beta&t=9H6VuljpyGRRqSFwYasWPTC0MO43P3YwukET_6itna4
"You uploaded a feed photo on October 26, 2022 at 9:42 AM (GMT)","Hello, connections...


Gained lot of insights about software development engineering from today's podcast hosted by Mr.?Avinash Dara?on behalf of?NxtWave.

Abhinav Reddy who is currently a software development engineer at?Twitter?and has worked with many companies like?Cisco,?Amazon,?KiwiTech,?and Booking.com?has shared his views and given a clear overview of the work process at different companies and about the role of a software development engineer in different companies.

""Be fearless to take bold moves""
-Mr.Abhinav Reddy
Thankfulness for these words cannot be said...

Thanks?#nxtwave?#rahulattulurisir?#avinashdara?#abhinavreddysir
for making my Sunday much more productive 

looking forward to next Sunday to meeting another wonderful person. 

#sundaypodcast?#productivehour?#nxtwaveteam?#learning #work #engineering #podcast #connections #like #engineer #amazon #softwaredevelopment #cisco ",https://media.licdn.com/dms/image/v2/C4D22AQFSUO24quzWow/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1666777350604?e=2147483647&v=beta&t=jCFBleXRlybJjLTtQe1LQrOnQONO86sbnKaBL4mUx4I
"You uploaded a feed photo on October 23, 2022 at 6:30 PM (GMT)","Hello, connections...

Firstly Happy Diwali Everyone may this Diwali bring Shine into your lives and career ? .
I am happy to share that I just got a family of 1000 followers on LinkedIn, Thankyou Everyone for following and connecting with me and making our circle grow ? ? .
Once again A very happy and safe Diwali to all of you guys and
hope you will have a great time celebrating Diwali with your family members ? .
Thank you, everyone.




#thankyou #linkedin #career #share #connections #1000followers #diwali2022 #diwalivibes #safetyfirst #safediwali #lights #career #ecofriendlydiwali #followers #helloconnections #pythonprogramming #css #css3 #cssflexbox #html #html5 #bootstrap4 #bootstrap #bootstrapgridsystem #family #friends #circle #socialcircle #selfbranding #selfdevelopment #growth #mindset #",https://media.licdn.com/dms/image/v2/D4D22AQG5eVdzmEEklg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1666549815044?e=2147483647&v=beta&t=k5NNoIJO5qp1fZzODupDwEoQWTVPFOHR6fsAsw_h9y0
"You uploaded a feed photo on October 23, 2022 at 6:08 PM (GMT)","Hello, connections...

I am happy to share that I have successfully completed the First stage of the Fly High Challenge, a consistency challenge held for 5 weeks by NxtWave.
I would especially thank NxtWave, Rahul Attuluri, and his team for coming up with such a great challenge...
Thankyou.
Looking forward to more challenges.
.
.
.
.
.

#consistency #update #challenge #ccbpacademy #ccbphour #flyhighchallenge #nxtwave #rahulattuluri #pythonprogramming #frontenddevelopment #fullstackdevelopment #html5 #bootstrap4 #css3 #cssflexbox #webpages #algorithms #dailycoding #goals #learningeveryday #development #websites #thankyou #team #connections #share #html #css #stage ",https://media.licdn.com/dms/image/v2/C4D22AQF6xyiNNRv2mw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1666548536417?e=2147483647&v=beta&t=F40eJPgrLOSrO8RbjVDqo3EifqT3a58u3pM5BiSSXkM
"You uploaded a photo on October 12, 2022 at 5:13 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2DAQGASxa2BUNOPw/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1665594795773?e=2147483647&v=beta&t=eX2Sw8X9wpPpEFDHdU0s8sJDNzUO-e5rO6cMj_HjEW8
"You uploaded a feed photo on October 11, 2022 at 7:44 AM (GMT)","Hi, connections...


I am excited to share my 3rd-week Progress in the Fly High challenge Hosted by?NxtWave. I am looking forward to complete my next week's challenge.
.
.
.
.
#share?#connections?#consistency?#nxtwave?#challenge?#soon?#html5?#bootstrap4?#css3?#pythonprogramming?#newchallenge?#learn?#share?#first
#skills?#dailychallenge",https://media.licdn.com/dms/image/v2/C4D22AQHlGs2_QkYGEg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1665474262843?e=2147483647&v=beta&t=Pgyn4AFt4jIkn8MKoQbViUUGC182BVwieuBMXstly8k
"You uploaded a feed photo on October 5, 2022 at 2:05 AM (GMT)","I?m happy to share that I?ve obtained a new certification: Build Your Own Responsive Website from NxtWave! 
.
.
.
#share #consistency #nxtwave #ccbpacademy #bootstrap4 #websitedevelopment #websitedesign ",https://media.licdn.com/dms/image/v2/C4D22AQHcMajaLU7M0A/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1664935536028?e=2147483647&v=beta&t=firTbW63y1jkDQNJ4HSjacrcouT5wNL7A1Zg-XXa4Ww
"You uploaded a feed photo on September 22, 2022 at 2:36 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQEieYUNQpHhfA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1663857389705?e=2147483647&v=beta&t=wzUewR4ZMj5UDUagbvSpkJe5PjdyQAfP31yay2iRIBg
"You uploaded a feed photo on September 19, 2022 at 2:05 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQEnbp_g2TVQKw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1663596326738?e=2147483647&v=beta&t=oWoka0XFgHQItoiyAqlFZ0mxXEqZC0Iq5Gd-iZBfr1s
"You uploaded a photo on September 16, 2022 at 8:05 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2DAQE1aNEDHLM1Zg/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1663358704444?e=2147483647&v=beta&t=NGqoD8Gm4ubblCYiILUhgArMFF8CP-4awXMFLDSbsbM
"You uploaded a feed photo on September 16, 2022 at 7:02 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQH1hN1VD7GjBQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1663354940931?e=2147483647&v=beta&t=dbpxDb9JHTw25M72Ax-0FCSrO2Hk0-4YSyi5LrVsf3w
"You uploaded a photo on September 13, 2022 at 9:39 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2DAQGfNXJbKzkZaA/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1663105175936?e=2147483647&v=beta&t=6ml8RAdpV8S3EdYHX4z4V5wbZymu7KAKDEPsBLzbU28
"You uploaded a feed photo on September 8, 2022 at 4:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQHYg-BBM0QulQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1662656365040?e=2147483647&v=beta&t=chGl9r23vPJEqsdhL3ZZ4MlLVTZOgNAkBLuPiANbc6Q
"You uploaded a feed photo on September 6, 2022 at 9:13 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQG2YWG_bloKww/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1662498813912?e=2147483647&v=beta&t=MJkiINnqAue8lNj7aBRnXFcRvUyGlELQ-hmpwBf9h_4
"You uploaded a photo on September 2, 2022 at 10:53 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D2DAQEFweaif6xY7g/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1662116007553?e=2147483647&v=beta&t=orHyTGXGiU8WeSGzU40nMOmCooMP3FNT2_KxavlJpPs
"You uploaded a photo on September 2, 2022 at 10:52 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D2DAQHdllrMCSh4BQ/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1662115977721?e=2147483647&v=beta&t=IUR9etAaHrjv2vXwRwMic1f2Z19DDgthTWl3kJl-gis
"You uploaded a document on September 2, 2022 at 10:51 AM (GMT)", -,https://media.licdn.com/dms/document/media/v2/C4D2DAQHz6BEjdeKaUQ/profile-treasury-document-pdf-analyzed/profile-treasury-document-pdf-analyzed/0/1662115916722?e=2147483647&v=beta&t=poz1LY2zSLFtMGmRntfRSFYspMM_2YN0dsrg0RgRurA
"You uploaded a photo on July 15, 2022 at 9:37 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C562DAQGhVer9SzofVg/profile-treasury-image-shrink_8192_8192/profile-treasury-image-shrink_8192_8192/0/1657877844413?e=2147483647&v=beta&t=CZhjwJs0Cen7QNCMQ2HeruJMU04x5gKfpbDDTMZuSPA
"You uploaded a feed photo on July 6, 2022 at 6:15 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQHuOqfrEG0Cdw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1657131339200?e=2147483647&v=beta&t=5qTkd-rI2S98V-LktEojw8oGaXx5Nbbd2wV5W8zrfTg
"You uploaded a feed photo on June 21, 2022 at 6:20 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGlMGoEMBRT3A/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1655792427361?e=2147483647&v=beta&t=ThITkAaI_e8A8TuZ8D_fNn-CU0hw9gBkI2wfjwIIslA
"You uploaded a feed photo on June 19, 2022 at 11:10 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQGggaetGZUstA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1655637043825?e=2147483647&v=beta&t=gPPUNc0ZcY2VpE16_rp4SafP0Q1cCEIb58sAfe9u81k
"You uploaded a feed photo on June 10, 2022 at 4:05 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQEoK9k1qTUCBg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1654877124673?e=2147483647&v=beta&t=vrUahhp7VTiAdfwHqzJG26dIjT8lCXjTa8Kx9C5FNW4
"You uploaded a feed photo on June 9, 2022 at 9:30 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C4D22AQHe_8gtTOMRlQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1654767047428?e=2147483647&v=beta&t=idEEjJW8jQei-svLaGXMUX5NKFbeEzKr4lYLUL-wJ_8
"You uploaded a profile photo on February 20, 2022 at 12:15 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5604AQHkHjBRxzd65A/profile-originalphoto-shrink_900_1200/profile-originalphoto-shrink_900_1200/0/1645359317783?e=1757548800&v=beta&t=Zwm549kmTN3hhZEt8bsomooZvUX2RSTnnU6BUeO3Oys
"You uploaded a feed photo on February 20, 2022 at 7:42 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5622AQFaxnsOQl6gKg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1645342939075?e=2147483647&v=beta&t=lnyR-oq6irSs8Ia77yh88mbQEuWNRP2ykgoBfOIxg4U
